gas used, block number, num trades
409780, 1727, 0
185480, 1728, 0
263851, 1729, 0
815763, 1730, 0
369406, 1731, 0
961558, 1732, 0
364920, 1733, 0
820249, 1734, 0
319926, 1735, 0
685669, 1736, 0
835950, 1737, 0
185480, 1738, 0
589220, 1739, 0
434453, 1740, 0
966044, 1741, 0
218991, 1742, 0
618379, 1743, 0
712585, 1744, 0
373892, 1745, 0
185480, 1746, 0
889782, 1747, 0
261608, 1748, 0
470341, 1749, 0
268337, 1750, 0
196695, 1751, 0
927913, 1752, 0
353705, 1753, 0
178617, 1754, 0
665482, 1755, 0
223477, 1756, 0
185480, 1757, 0
145106, 1758, 0
690155, 1759, 0
669968, 1760, 0
452397, 1761, 0
757445, 1762, 0
403051, 1763, 0
246041, 1764, 0
140486, 1765, 0
252636, 1766, 0
230340, 1767, 0
454640, 1768, 0
490528, 1769, 0
218991, 1770, 0
328898, 1771, 0
286281, 1772, 0
768660, 1773, 0
977259, 1774, 0
322303, 1775, 0
907726, 1776, 0
717071, 1777, 0
353705, 1778, 0
248150, 1779, 0
342490, 1780, 0
257256, 1781, 0
714828, 1782, 0
344733, 1783, 0
860623, 1784, 0
694641, 1785, 0
719314, 1786, 0
180994, 1787, 0
660996, 1788, 0
376135, 1789, 0
647538, 1790, 0
528659, 1791, 0
779875, 1792, 0
551089, 1793, 0
337870, 1794, 0
293144, 1795, 0
806791, 1796, 0
1069222, 1797, 0
212262, 1798, 0
232583, 1799, 0
144972, 1800, 0
869595, 1801, 0
272823, 1802, 0
331275, 1803, 0
1075951, 1804, 0
551089, 1805, 0
219125, 1806, 0
277443, 1807, 0
620622, 1808, 0
288524, 1809, 0
748473, 1810, 0
883053, 1811, 0
1064736, 1812, 0
165159, 1813, 0
445668, 1814, 0
658753, 1815, 0
317817, 1816, 0
997446, 1817, 0
255013, 1818, 0
306602, 1819, 0
865109, 1820, 0
248150, 1821, 0
811277, 1822, 0
342490, 1823, 0
1044549, 1824, 0
396322, 1825, 0
281795, 1826, 0
815763, 1827, 0
1129783, 1828, 0
983988, 1829, 0
959315, 1830, 0
495014, 1831, 0
900997, 1832, 0
741744, 1833, 0
992960, 1834, 0
486042, 1835, 0
174131, 1836, 0
306602, 1837, 0
656510, 1838, 0
459126, 1839, 0
586977, 1840, 0
638566, 1841, 0
429967, 1842, 0
255013, 1843, 0
138243, 1844, 0
1033334, 1845, 0
167402, 1846, 0
461369, 1847, 0
281929, 1848, 0
145106, 1849, 0
367029, 1850, 0
145106, 1851, 0
497257, 1852, 0
894268, 1853, 0
1091652, 1854, 0
378378, 1855, 0
441182, 1856, 0
1075951, 1857, 0
333518, 1858, 0
685669, 1859, 0
288524, 1860, 0
227963, 1861, 0
378244, 1862, 0
975016, 1863, 0
1132026, 1864, 0
524173, 1865, 0
272957, 1866, 0
665482, 1867, 0
445668, 1868, 0
1044549, 1869, 0
470341, 1870, 0
712585, 1871, 0
306468, 1872, 0
207910, 1873, 0
416509, 1874, 0
1116325, 1875, 0
858380, 1876, 0
665482, 1877, 0
1010904, 1878, 0
959315, 1879, 0
591463, 1880, 0
194452, 1881, 0
885296, 1882, 0
234692, 1883, 0
228097, 1884, 0
364920, 1885, 0
237069, 1886, 0
1138755, 1887, 0
1075951, 1888, 0
218991, 1889, 0
210153, 1890, 0
461369, 1891, 0
896511, 1892, 0
831464, 1893, 0
183103, 1894, 0
759688, 1895, 0
248150, 1896, 0
384973, 1897, 0
977259, 1898, 0
1078194, 1899, 0
427724, 1900, 0
463612, 1901, 0
1111839, 1902, 0
609407, 1903, 0
263985, 1904, 0
889782, 1905, 0
582491, 1906, 0
892025, 1907, 0
1019876, 1908, 0
1262120, 1909, 0
331275, 1910, 0
331275, 1911, 0
286415, 1912, 0
851651, 1913, 0
656510, 1914, 0
304359, 1915, 0
954829, 1916, 0
741744, 1917, 0
178617, 1918, 0
214505, 1919, 0
185346, 1920, 0
1235204, 1921, 0
676697, 1922, 0
1304737, 1923, 0
1001932, 1924, 0
1230718, 1925, 0
1161185, 1926, 0
414923, 1927, 0
1066979, 1928, 0
335761, 1929, 0
1275578, 1930, 0
775389, 1931, 0
165159, 1932, 0
939128, 1933, 0
939128, 1934, 0
263985, 1935, 0
429967, 1936, 0
1080437, 1937, 0
981745, 1938, 0
163050, 1939, 0
1102867, 1940, 0
1019876, 1941, 0
1340625, 1942, 0
1188101, 1943, 0
512958, 1944, 0
196695, 1945, 0
1336139, 1946, 0
1024362, 1947, 0
1268849, 1948, 0
279686, 1949, 0
1154456, 1950, 0
804548, 1951, 0
896511, 1952, 0
1058007, 1953, 0
1351840, 1954, 0
1102867, 1955, 0
1250905, 1956, 0
1250905, 1957, 0
436696, 1958, 0
553332, 1959, 0
349085, 1960, 0
297496, 1961, 0
990717, 1962, 0
163050, 1963, 0
351328, 1964, 0
187589, 1965, 0
326655, 1966, 0
176508, 1967, 0
219125, 1968, 0
196561, 1969, 0
425481, 1970, 0
241555, 1971, 0
297496, 1972, 0
1001932, 1973, 0
1199316, 1974, 0
180860, 1975, 0
719314, 1976, 0
1250905, 1977, 0
495014, 1978, 0
1221746, 1979, 0
138377, 1980, 0
1206045, 1981, 0
373758, 1982, 0
178751, 1983, 0
196695, 1984, 0
360434, 1985, 0
284038, 1986, 0
225854, 1987, 0
147349, 1988, 0
138377, 1989, 0
201181, 1990, 0
865109, 1991, 0
441048, 1992, 0
521930, 1993, 0
598192, 1994, 0
831464, 1995, 0
360300, 1996, 0
194452, 1997, 0
1421373, 1998, 0
1363055, 1999, 0
589220, 2000, 0
147215, 2001, 0
779875, 2002, 0
1230718, 2003, 0
705856, 2004, 0
281929, 2005, 0
571276, 2006, 0
183237, 2007, 0
138377, 2008, 0
703613, 2009, 0
254815, 2010, 0
887539, 2011, 0
268337, 2012, 0
892025, 2013, 0
443291, 2014, 0
192075, 2015, 0
521930, 2016, 0
373892, 2017, 0
185480, 2018, 0
730529, 2019, 0
900997, 2020, 0
450020, 2021, 0
277443, 2022, 0
362543, 2023, 0
378378, 2024, 0
968287, 2025, 0
183103, 2026, 0
1457261, 2027, 0
501743, 2028, 0
1459504, 2029, 0
1219503, 2030, 0
903240, 2031, 0
290901, 2032, 0
858380, 2033, 0
1403429, 2034, 0
732772, 2035, 0
266228, 2036, 0
506229, 2037, 0
1001932, 2038, 0
1479691, 2039, 0
342356, 2040, 0
151835, 2041, 0
263851, 2042, 0
1481934, 2043, 0
174265, 2044, 0
1405672, 2045, 0
932399, 2046, 0
270714, 2047, 0
793333, 2048, 0
1051278, 2049, 0
1309223, 2050, 0
1446046, 2051, 0
703613, 2052, 0
1230718, 2053, 0
344733, 2054, 0
934642, 2055, 0
909969, 2056, 0
909969, 2057, 0
429833, 2058, 0
160673, 2059, 0
371515, 2060, 0
477070, 2061, 0
551089, 2062, 0
207776, 2063, 0
329032, 2064, 0
1051278, 2065, 0
228097, 2066, 0
1333896, 2067, 0
840436, 2068, 0
699127, 2069, 0
429833, 2070, 0
874081, 2071, 0
382864, 2072, 0
1042306, 2073, 0
288658, 2074, 0
371515, 2075, 0
371515, 2076, 0
959315, 2077, 0
970530, 2078, 0
526416, 2079, 0
620622, 2080, 0
486042, 2081, 0
918941, 2082, 0
304359, 2083, 0
288658, 2084, 0
342356, 2085, 0
923427, 2086, 0
761931, 2087, 0
1493149, 2088, 0
699127, 2089, 0
1235204, 2090, 0
268337, 2091, 0
1497635, 2092, 0
308711, 2093, 0
990717, 2094, 0
214505, 2095, 0
243664, 2096, 0
829221, 2097, 0
162852, 2098, 0
236935, 2099, 0
1318195, 2100, 0
800062, 2101, 0
1223989, 2102, 0
165095, 2103, 0
1508850, 2104, 0
279552, 2105, 0
490528, 2106, 0
501609, 2107, 0
306602, 2108, 0
409646, 2109, 0
1499878, 2110, 0
465855, 2111, 0
1282307, 2112, 0
189966, 2113, 0
1481934, 2114, 0
660996, 2115, 0
728286, 2116, 0
230340, 2117, 0
1318195, 2118, 0
883053, 2119, 0
452263, 2120, 0
138377, 2121, 0
154078, 2122, 0
425481, 2123, 0
506229, 2124, 0
1051278, 2125, 0
277309, 2126, 0
1600813, 2127, 0
138377, 2128, 0
479313, 2129, 0
1600813, 2130, 0
1573897, 2131, 0
225720, 2132, 0
1289036, 2133, 0
427724, 2134, 0
488151, 2135, 0
171888, 2136, 0
1028848, 2137, 0
560061, 2138, 0
730529, 2139, 0
542117, 2140, 0
324412, 2141, 0
1623243, 2142, 0
1232961, 2143, 0
510581, 2144, 0
506095, 2145, 0
732772, 2146, 0
699127, 2147, 0
1356326, 2148, 0
308711, 2149, 0
999689, 2150, 0
160673, 2151, 0
842679, 2152, 0
418752, 2153, 0
1452775, 2154, 0
165159, 2155, 0
914455, 2156, 0
227963, 2157, 0
1688290, 2158, 0
867352, 2159, 0
429967, 2160, 0
1342868, 2161, 0
458992, 2162, 0
728286, 2163, 0
687912, 2164, 0
705856, 2165, 0
1423616, 2166, 0
1623243, 2167, 0
237069, 2168, 0
1019876, 2169, 0
519687, 2170, 0
1264363, 2171, 0
1567168, 2172, 0
494816, 2173, 0
1304737, 2174, 0
822492, 2175, 0
968287, 2176, 0
1138755, 2177, 0
1257634, 2178, 0
196695, 2179, 0
1315952, 2180, 0
288658, 2181, 0
1008661, 2182, 0
1587355, 2183, 0
555575, 2184, 0
1502121, 2185, 0
616136, 2186, 0
802305, 2187, 0
185346, 2188, 0
396188, 2189, 0
138377, 2190, 0
1004175, 2191, 0
427724, 2192, 0
452263, 2193, 0
681183, 2194, 0
1295765, 2195, 0
158564, 2196, 0
194318, 2197, 0
517310, 2198, 0
584734, 2199, 0
883053, 2200, 0
221368, 2201, 0
1461747, 2202, 0
479313, 2203, 0
454506, 2204, 0
1721935, 2205, 0
382864, 2206, 0
692398, 2207, 0
246041, 2208, 0
1026605, 2209, 0
1730907, 2210, 0
420995, 2211, 0
1508850, 2212, 0
272957, 2213, 0
293010, 2214, 0
425347, 2215, 0
384973, 2216, 0
1275578, 2217, 0
476936, 2218, 0
1708477, 2219, 0
396188, 2220, 0
454640, 2221, 0
1351840, 2222, 0
223477, 2223, 0
1208288, 2224, 0
384973, 2225, 0
656510, 2226, 0
791090, 2227, 0
1376513, 2228, 0
1721935, 2229, 0
1192587, 2230, 0
1760066, 2231, 0
515201, 2232, 0
1726421, 2233, 0
185282, 2234, 0
232583, 2235, 0
158564, 2236, 0
373892, 2237, 0
712585, 2238, 0
1479691, 2239, 0
519553, 2240, 0
979502, 2241, 0
1562682, 2242, 0
699127, 2243, 0
1031091, 2244, 0
340247, 2245, 0
1145484, 2246, 0
138377, 2247, 0
1463990, 2248, 0
654267, 2249, 0
786604, 2250, 0
1600813, 2251, 0
306602, 2252, 0
1026605, 2253, 0
593706, 2254, 0
932399, 2255, 0
279686, 2256, 0
425481, 2257, 0
1001932, 2258, 0
779875, 2259, 0
1463990, 2260, 0
1899132, 2261, 0
533145, 2262, 0
1836328, 2263, 0
748473, 2264, 0
1412401, 2265, 0
225854, 2266, 0
571276, 2267, 0
1315952, 2268, 0
1134269, 2269, 0
1836328, 2270, 0
52700763, 2272, 542
